source,target,time,prob2
46,23,2009-04-21 09:56:42,0.161
46,80,2009-04-21 09:56:42,
7,4,2009-04-21 09:56:55,0.448
58,33,2009-04-21 09:57:19,
58,44,2009-04-21 09:57:19,0.109
58,57,2009-04-21 09:57:19,0.233
52,40,2009-04-21 09:57:31,
52,72,2009-04-21 09:57:31,0.03
27,8,2009-04-21 09:57:34,0.078
27,21,2009-04-21 09:57:34,0.644
27,31,2009-04-21 09:57:34,0.359
27,42,2009-04-21 09:57:34,0.01
44,20,2009-04-21 09:57:59,0.081
44,23,2009-04-21 09:57:59,0.06
44,30,2009-04-21 09:57:59,0.145
44,33,2009-04-21 09:57:59,
44,49,2009-04-21 09:57:59,
44,58,2009-04-21 09:57:59,0.039
44,77,2009-04-21 09:57:59,
44,80,2009-04-21 09:57:59,
23,9,2009-04-21 09:58:05,
23,20,2009-04-21 09:58:05,0.07
23,33,2009-04-21 09:58:05,
23,46,2009-04-21 09:58:05,0.132
23,77,2009-04-21 09:58:05,0.012
23,79,2009-04-21 09:58:05,0.319
31,2,2009-04-21 09:58:45,0.018
31,8,2009-04-21 09:58:45,0.133
31,20,2009-04-21 09:58:45,0.151
31,21,2009-04-21 09:58:45,0.355
31,30,2009-04-21 09:58:45,0.06
31,33,2009-04-21 09:58:45,
31,42,2009-04-21 09:58:45,0.112
67,22,2009-04-21 09:59:06,0.528
67,49,2009-04-21 09:59:06,
67,56,2009-04-21 09:59:06,0.095
67,60,2009-04-21 09:59:06,0.442
67,62,2009-04-21 09:59:06,0.313
67,65,2009-04-21 09:59:06,0.398
75,5,2009-04-21 09:59:44,0.153
75,72,2009-04-21 09:59:44,0.574
75,79,2009-04-21 09:59:44,0.233
4,7,2009-04-21 09:59:51,0.425
69,40,2009-04-21 10:00:49,
69,72,2009-04-21 10:00:49,0.439
35,18,2009-04-21 10:00:52,0.397
35,22,2009-04-21 10:00:52,0.875
35,23,2009-04-21 10:00:52,0.083
35,49,2009-04-21 10:00:52,
35,60,2009-04-21 10:00:52,0.557
35,62,2009-04-21 10:00:52,0.129
35,65,2009-04-21 10:00:52,0.342
15,48,2009-04-21 10:01:07,0.641
5,42,2009-04-21 10:01:16,0.368
5,77,2009-04-21 10:01:16,0.091
5,79,2009-04-21 10:01:16,0.468
62,49,2009-04-21 10:01:25,0.375
62,56,2009-04-21 10:01:25,0.237
62,60,2009-04-21 10:01:25,0.117
62,65,2009-04-21 10:01:25,0.815
62,67,2009-04-21 10:01:25,0.392
46,18,2009-04-21 10:01:58,0.143
46,22,2009-04-21 10:01:58,0.045
46,49,2009-04-21 10:01:58,0
46,80,2009-04-21 10:01:58,
21,8,2009-04-21 10:02:01,0.193
21,42,2009-04-21 10:02:01,0.053
7,4,2009-04-21 10:02:14,0.448
72,40,2009-04-21 10:02:17,
72,52,2009-04-21 10:02:17,0.008
72,75,2009-04-21 10:02:17,0.405
58,33,2009-04-21 10:02:35,
58,57,2009-04-21 10:02:35,0.233
52,40,2009-04-21 10:02:48,
52,72,2009-04-21 10:02:48,0.03
27,8,2009-04-21 10:02:50,0.078
27,21,2009-04-21 10:02:50,0.644
27,31,2009-04-21 10:02:50,0.359
27,42,2009-04-21 10:02:50,0.01
44,20,2009-04-21 10:03:15,0.081
44,23,2009-04-21 10:03:15,0.06
44,30,2009-04-21 10:03:15,0.145
44,33,2009-04-21 10:03:15,
44,77,2009-04-21 10:03:15,
44,80,2009-04-21 10:03:15,
23,9,2009-04-21 10:03:20,
23,20,2009-04-21 10:03:20,0.07
23,33,2009-04-21 10:03:20,
23,46,2009-04-21 10:03:20,0.132
23,77,2009-04-21 10:03:20,0.012
23,79,2009-04-21 10:03:20,0.319
31,8,2009-04-21 10:04:00,0.133
31,20,2009-04-21 10:04:00,0.151
31,21,2009-04-21 10:04:00,0.355
31,30,2009-04-21 10:04:00,0.06
31,33,2009-04-21 10:04:00,
31,42,2009-04-21 10:04:00,0.112
67,22,2009-04-21 10:04:21,0.528
67,49,2009-04-21 10:04:21,
67,56,2009-04-21 10:04:21,0.095
67,60,2009-04-21 10:04:21,0.442
67,62,2009-04-21 10:04:21,0.313
67,65,2009-04-21 10:04:21,0.398
75,5,2009-04-21 10:05:00,0.153
75,40,2009-04-21 10:05:00,
75,67,2009-04-21 10:05:00,0.151
75,72,2009-04-21 10:05:00,0.574
75,79,2009-04-21 10:05:00,0.233
4,7,2009-04-21 10:05:24,0.425
69,40,2009-04-21 10:06:06,
69,72,2009-04-21 10:06:06,0.439
35,18,2009-04-21 10:06:09,0.397
35,22,2009-04-21 10:06:09,0.875
35,46,2009-04-21 10:06:09,0.062
35,49,2009-04-21 10:06:09,
35,60,2009-04-21 10:06:09,0.557
35,65,2009-04-21 10:06:09,0.342
15,48,2009-04-21 10:06:23,0.641
5,42,2009-04-21 10:06:31,0.368
5,75,2009-04-21 10:06:31,0.102
5,77,2009-04-21 10:06:31,0.091
5,79,2009-04-21 10:06:31,0.468
60,35,2009-04-21 10:06:38,0.394
60,65,2009-04-21 10:06:38,0.511
60,67,2009-04-21 10:06:38,0.839
62,49,2009-04-21 10:06:40,0.375
62,56,2009-04-21 10:06:40,0.237
62,60,2009-04-21 10:06:40,0.117
62,65,2009-04-21 10:06:40,0.815
62,67,2009-04-21 10:06:40,0.392
46,18,2009-04-21 10:07:14,0.143
46,22,2009-04-21 10:07:14,0.045
46,49,2009-04-21 10:07:14,0
46,60,2009-04-21 10:07:14,0.16
46,80,2009-04-21 10:07:14,
21,8,2009-04-21 10:07:26,0.193
21,31,2009-04-21 10:07:26,0.38
21,42,2009-04-21 10:07:26,0.053
7,4,2009-04-21 10:07:33,0.448
58,31,2009-04-21 10:07:51,0.426
58,57,2009-04-21 10:07:51,0.233
52,40,2009-04-21 10:08:05,
52,72,2009-04-21 10:08:05,0.03
27,8,2009-04-21 10:08:06,0.078
27,21,2009-04-21 10:08:06,0.644
27,31,2009-04-21 10:08:06,0.359
27,42,2009-04-21 10:08:06,0.01
44,20,2009-04-21 10:08:31,0.081
44,23,2009-04-21 10:08:31,0.06
44,30,2009-04-21 10:08:31,0.145
44,33,2009-04-21 10:08:31,
44,77,2009-04-21 10:08:31,
44,80,2009-04-21 10:08:31,
23,9,2009-04-21 10:08:35,
23,20,2009-04-21 10:08:35,0.07
23,30,2009-04-21 10:08:35,0.132
23,33,2009-04-21 10:08:35,
23,44,2009-04-21 10:08:35,0.093
23,46,2009-04-21 10:08:35,0.132
23,77,2009-04-21 10:08:35,0.012
23,79,2009-04-21 10:08:35,0.319
31,8,2009-04-21 10:09:15,0.133
31,20,2009-04-21 10:09:15,0.151
31,21,2009-04-21 10:09:15,0.355
31,30,2009-04-21 10:09:15,0.06
31,33,2009-04-21 10:09:15,
67,22,2009-04-21 10:09:36,0.528
67,49,2009-04-21 10:09:36,
67,56,2009-04-21 10:09:36,0.095
67,60,2009-04-21 10:09:36,0.442
67,62,2009-04-21 10:09:36,0.313
67,65,2009-04-21 10:09:36,0.398
75,5,2009-04-21 10:10:16,0.153
75,72,2009-04-21 10:10:16,0.574
75,79,2009-04-21 10:10:16,0.233
4,7,2009-04-21 10:10:39,0.425
69,40,2009-04-21 10:11:23,
69,72,2009-04-21 10:11:23,0.439
35,18,2009-04-21 10:11:26,0.397
35,22,2009-04-21 10:11:26,0.875
35,23,2009-04-21 10:11:26,0.083
35,46,2009-04-21 10:11:26,0.062
35,49,2009-04-21 10:11:26,
35,60,2009-04-21 10:11:26,0.557
15,48,2009-04-21 10:11:39,0.641
5,42,2009-04-21 10:11:46,0.368
5,75,2009-04-21 10:11:46,0.102
5,77,2009-04-21 10:11:46,0.091
5,79,2009-04-21 10:11:46,0.468
62,49,2009-04-21 10:11:55,0.375
62,56,2009-04-21 10:11:55,0.237
62,60,2009-04-21 10:11:55,0.117
62,65,2009-04-21 10:11:55,0.815
62,67,2009-04-21 10:11:55,0.392
72,40,2009-04-21 10:12:20,
72,52,2009-04-21 10:12:20,0.008
72,75,2009-04-21 10:12:20,0.405
46,18,2009-04-21 10:12:30,0.143
46,22,2009-04-21 10:12:30,0.045
46,35,2009-04-21 10:12:30,0.043
46,44,2009-04-21 10:12:30,0.118
46,80,2009-04-21 10:12:30,
21,8,2009-04-21 10:12:50,0.193
21,31,2009-04-21 10:12:50,0.38
21,42,2009-04-21 10:12:50,0.053
7,4,2009-04-21 10:12:52,0.448
58,33,2009-04-21 10:13:07,
58,57,2009-04-21 10:13:07,0.233
52,40,2009-04-21 10:13:22,
52,72,2009-04-21 10:13:22,0.03
27,8,2009-04-21 10:13:23,0.078
27,21,2009-04-21 10:13:23,0.644
27,31,2009-04-21 10:13:23,0.359
27,42,2009-04-21 10:13:23,0.01
44,20,2009-04-21 10:13:47,0.081
44,23,2009-04-21 10:13:47,0.06
44,30,2009-04-21 10:13:47,0.145
44,31,2009-04-21 10:13:47,0.124
44,33,2009-04-21 10:13:47,
44,77,2009-04-21 10:13:47,
44,80,2009-04-21 10:13:47,
23,9,2009-04-21 10:13:50,
23,20,2009-04-21 10:13:50,0.07
23,33,2009-04-21 10:13:50,
23,44,2009-04-21 10:13:50,0.093
23,77,2009-04-21 10:13:50,0.012
31,8,2009-04-21 10:14:30,0.133
31,20,2009-04-21 10:14:30,0.151
31,21,2009-04-21 10:14:30,0.355
31,30,2009-04-21 10:14:30,0.06
31,33,2009-04-21 10:14:30,
67,22,2009-04-21 10:14:51,0.528
67,49,2009-04-21 10:14:51,
67,56,2009-04-21 10:14:51,0.095
67,60,2009-04-21 10:14:51,0.442
67,62,2009-04-21 10:14:51,0.313
75,5,2009-04-21 10:15:32,0.153
75,40,2009-04-21 10:15:32,
75,72,2009-04-21 10:15:32,0.574
75,79,2009-04-21 10:15:32,0.233
4,7,2009-04-21 10:15:54,0.425
69,40,2009-04-21 10:16:40,
69,72,2009-04-21 10:16:40,0.439
35,18,2009-04-21 10:16:43,0.397
35,22,2009-04-21 10:16:43,0.875
35,46,2009-04-21 10:16:43,0.062
35,49,2009-04-21 10:16:43,
35,60,2009-04-21 10:16:43,0.557
15,48,2009-04-21 10:16:55,0.641
5,42,2009-04-21 10:17:01,0.368
5,79,2009-04-21 10:17:01,0.468
62,49,2009-04-21 10:17:10,0.375
62,60,2009-04-21 10:17:10,0.117
62,65,2009-04-21 10:17:10,0.815
62,67,2009-04-21 10:17:10,0.392
60,22,2009-04-21 10:17:18,0.542
60,35,2009-04-21 10:17:18,0.394
60,65,2009-04-21 10:17:18,0.511
60,67,2009-04-21 10:17:18,0.839
72,40,2009-04-21 10:17:37,
72,75,2009-04-21 10:17:37,0.405
46,18,2009-04-21 10:17:46,0.143
46,22,2009-04-21 10:17:46,0.045
46,23,2009-04-21 10:17:46,0.161
7,4,2009-04-21 10:18:10,0.448
21,8,2009-04-21 10:18:19,0.193
21,31,2009-04-21 10:18:19,0.38
21,42,2009-04-21 10:18:19,0.053
58,33,2009-04-21 10:18:20,
58,57,2009-04-21 10:18:20,0.233
27,8,2009-04-21 10:18:38,0.078
27,21,2009-04-21 10:18:38,0.644
27,31,2009-04-21 10:18:38,0.359
27,42,2009-04-21 10:18:38,0.01
52,40,2009-04-21 10:18:39,
52,72,2009-04-21 10:18:39,0.03
44,20,2009-04-21 10:19:03,0.081
44,30,2009-04-21 10:19:03,0.145
44,33,2009-04-21 10:19:03,
44,80,2009-04-21 10:19:03,
23,9,2009-04-21 10:19:05,
23,20,2009-04-21 10:19:05,0.07
23,33,2009-04-21 10:19:05,
23,77,2009-04-21 10:19:05,0.012
23,79,2009-04-21 10:19:05,0.319
31,8,2009-04-21 10:19:45,0.133
31,20,2009-04-21 10:19:45,0.151
31,21,2009-04-21 10:19:45,0.355
31,30,2009-04-21 10:19:45,0.06
31,33,2009-04-21 10:19:45,
67,22,2009-04-21 10:20:06,0.528
67,49,2009-04-21 10:20:06,
67,56,2009-04-21 10:20:06,0.095
67,60,2009-04-21 10:20:06,0.442
67,62,2009-04-21 10:20:06,0.313
75,5,2009-04-21 10:20:48,0.153
75,72,2009-04-21 10:20:48,0.574
75,79,2009-04-21 10:20:48,0.233
4,7,2009-04-21 10:21:09,0.425
69,40,2009-04-21 10:21:57,
69,72,2009-04-21 10:21:57,0.439
35,18,2009-04-21 10:22:00,0.397
35,22,2009-04-21 10:22:00,0.875
35,46,2009-04-21 10:22:00,0.062
35,49,2009-04-21 10:22:00,
35,60,2009-04-21 10:22:00,0.557
35,62,2009-04-21 10:22:00,0.129
15,48,2009-04-21 10:22:11,0.641
5,42,2009-04-21 10:22:16,0.368
5,75,2009-04-21 10:22:16,0.102
5,77,2009-04-21 10:22:16,0.091
5,79,2009-04-21 10:22:16,0.468
62,49,2009-04-21 10:22:25,0.375
62,56,2009-04-21 10:22:25,0.237
62,60,2009-04-21 10:22:25,0.117
62,65,2009-04-21 10:22:25,0.815
62,67,2009-04-21 10:22:25,0.392
60,18,2009-04-21 10:22:34,0.359
60,22,2009-04-21 10:22:34,0.542
60,35,2009-04-21 10:22:34,0.394
60,65,2009-04-21 10:22:34,0.511
60,67,2009-04-21 10:22:34,0.839
72,40,2009-04-21 10:22:54,
72,52,2009-04-21 10:22:54,0.008
46,18,2009-04-21 10:23:02,0.143
46,22,2009-04-21 10:23:02,0.045
46,49,2009-04-21 10:23:02,0
7,4,2009-04-21 10:23:29,0.448
58,33,2009-04-21 10:23:36,
58,44,2009-04-21 10:23:36,0.109
58,57,2009-04-21 10:23:36,0.233
21,8,2009-04-21 10:23:46,0.193
21,31,2009-04-21 10:23:46,0.38
21,42,2009-04-21 10:23:46,0.053
27,8,2009-04-21 10:23:54,0.078
27,31,2009-04-21 10:23:54,0.359
27,42,2009-04-21 10:23:54,0.01
52,72,2009-04-21 10:23:56,0.03
44,20,2009-04-21 10:24:19,0.081
44,23,2009-04-21 10:24:19,0.06
44,30,2009-04-21 10:24:19,0.145
44,33,2009-04-21 10:24:19,
44,46,2009-04-21 10:24:19,0.109
44,77,2009-04-21 10:24:19,
44,80,2009-04-21 10:24:19,
23,9,2009-04-21 10:24:20,
23,33,2009-04-21 10:24:20,
23,46,2009-04-21 10:24:20,0.132
23,77,2009-04-21 10:24:20,0.012
23,79,2009-04-21 10:24:20,0.319
31,8,2009-04-21 10:25:00,0.133
31,20,2009-04-21 10:25:00,0.151
31,21,2009-04-21 10:25:00,0.355
31,30,2009-04-21 10:25:00,0.06
31,33,2009-04-21 10:25:00,
31,44,2009-04-21 10:25:00,0.215
67,22,2009-04-21 10:25:21,0.528
67,49,2009-04-21 10:25:21,
67,56,2009-04-21 10:25:21,0.095
67,60,2009-04-21 10:25:21,0.442
67,62,2009-04-21 10:25:21,0.313
67,65,2009-04-21 10:25:21,0.398
75,5,2009-04-21 10:26:04,0.153
75,72,2009-04-21 10:26:04,0.574
75,79,2009-04-21 10:26:04,0.233
69,40,2009-04-21 10:27:14,
69,72,2009-04-21 10:27:14,0.439
35,18,2009-04-21 10:27:17,0.397
35,22,2009-04-21 10:27:17,0.875
35,23,2009-04-21 10:27:17,0.083
35,46,2009-04-21 10:27:17,0.062
35,49,2009-04-21 10:27:17,
35,60,2009-04-21 10:27:17,0.557
35,62,2009-04-21 10:27:17,0.129
35,65,2009-04-21 10:27:17,0.342
15,48,2009-04-21 10:27:27,0.641
5,42,2009-04-21 10:27:31,0.368
5,75,2009-04-21 10:27:31,0.102
5,79,2009-04-21 10:27:31,0.468
62,49,2009-04-21 10:27:40,0.375
62,56,2009-04-21 10:27:40,0.237
62,60,2009-04-21 10:27:40,0.117
62,65,2009-04-21 10:27:40,0.815
62,67,2009-04-21 10:27:40,0.392
60,22,2009-04-21 10:27:50,0.542
60,46,2009-04-21 10:27:50,0.352
60,62,2009-04-21 10:27:50,0.175
60,65,2009-04-21 10:27:50,0.511
60,67,2009-04-21 10:27:50,0.839
72,40,2009-04-21 10:28:11,
72,75,2009-04-21 10:28:11,0.405
46,18,2009-04-21 10:28:18,0.143
46,22,2009-04-21 10:28:18,0.045
46,49,2009-04-21 10:28:18,0
46,60,2009-04-21 10:28:18,0.16
46,80,2009-04-21 10:28:18,
58,57,2009-04-21 10:28:52,0.233
27,8,2009-04-21 10:29:10,0.078
27,21,2009-04-21 10:29:10,0.644
27,31,2009-04-21 10:29:10,0.359
27,42,2009-04-21 10:29:10,0.01
21,8,2009-04-21 10:29:12,0.193
21,27,2009-04-21 10:29:12,0.589
21,31,2009-04-21 10:29:12,0.38
21,42,2009-04-21 10:29:12,0.053
52,40,2009-04-21 10:29:13,
23,9,2009-04-21 10:29:35,
23,20,2009-04-21 10:29:35,0.07
23,33,2009-04-21 10:29:35,
23,77,2009-04-21 10:29:35,0.012
23,79,2009-04-21 10:29:35,0.319
44,20,2009-04-21 10:29:35,0.081
44,30,2009-04-21 10:29:35,0.145
44,33,2009-04-21 10:29:35,
44,46,2009-04-21 10:29:35,0.109
44,77,2009-04-21 10:29:35,
44,80,2009-04-21 10:29:35,
31,8,2009-04-21 10:30:15,0.133
31,20,2009-04-21 10:30:15,0.151
31,21,2009-04-21 10:30:15,0.355
31,30,2009-04-21 10:30:15,0.06
31,33,2009-04-21 10:30:15,
31,42,2009-04-21 10:30:15,0.112
67,22,2009-04-21 10:30:36,0.528
67,49,2009-04-21 10:30:36,
67,56,2009-04-21 10:30:36,0.095
67,60,2009-04-21 10:30:36,0.442
67,62,2009-04-21 10:30:36,0.313
67,65,2009-04-21 10:30:36,0.398
75,5,2009-04-21 10:31:20,0.153
75,72,2009-04-21 10:31:20,0.574
75,79,2009-04-21 10:31:20,0.233
4,7,2009-04-21 10:31:39,0.425
69,40,2009-04-21 10:32:31,
69,72,2009-04-21 10:32:31,0.439
35,18,2009-04-21 10:32:34,0.397
35,22,2009-04-21 10:32:34,0.875
35,49,2009-04-21 10:32:34,
35,60,2009-04-21 10:32:34,0.557
35,65,2009-04-21 10:32:34,0.342
15,48,2009-04-21 10:32:43,0.641
5,42,2009-04-21 10:32:46,0.368
5,75,2009-04-21 10:32:46,0.102
5,77,2009-04-21 10:32:46,0.091
5,79,2009-04-21 10:32:46,0.468
62,49,2009-04-21 10:32:55,0.375
62,56,2009-04-21 10:32:55,0.237
62,60,2009-04-21 10:32:55,0.117
62,65,2009-04-21 10:32:55,0.815
62,67,2009-04-21 10:32:55,0.392
60,35,2009-04-21 10:33:06,0.394
60,65,2009-04-21 10:33:06,0.511
60,67,2009-04-21 10:33:06,0.839
72,40,2009-04-21 10:33:28,
72,52,2009-04-21 10:33:28,0.008
72,75,2009-04-21 10:33:28,0.405
46,18,2009-04-21 10:33:34,0.143
46,22,2009-04-21 10:33:34,0.045
46,23,2009-04-21 10:33:34,0.161
58,33,2009-04-21 10:34:08,
58,57,2009-04-21 10:34:08,0.233
27,8,2009-04-21 10:34:27,0.078
27,21,2009-04-21 10:34:27,0.644
27,31,2009-04-21 10:34:27,0.359
27,42,2009-04-21 10:34:27,0.01
52,40,2009-04-21 10:34:30,
52,72,2009-04-21 10:34:30,0.03
21,8,2009-04-21 10:34:36,0.193
21,27,2009-04-21 10:34:36,0.589
21,31,2009-04-21 10:34:36,0.38
21,42,2009-04-21 10:34:36,0.053
23,9,2009-04-21 10:34:50,
23,20,2009-04-21 10:34:50,0.07
23,33,2009-04-21 10:34:50,
23,44,2009-04-21 10:34:50,0.093
23,77,2009-04-21 10:34:50,0.012
23,79,2009-04-21 10:34:50,0.319
44,20,2009-04-21 10:34:51,0.081
44,30,2009-04-21 10:34:51,0.145
44,33,2009-04-21 10:34:51,
44,77,2009-04-21 10:34:51,
44,80,2009-04-21 10:34:51,
31,8,2009-04-21 10:35:30,0.133
31,20,2009-04-21 10:35:30,0.151
31,21,2009-04-21 10:35:30,0.355
31,30,2009-04-21 10:35:30,0.06
31,33,2009-04-21 10:35:30,
31,42,2009-04-21 10:35:30,0.112
67,22,2009-04-21 10:35:51,0.528
67,49,2009-04-21 10:35:51,
67,56,2009-04-21 10:35:51,0.095
67,60,2009-04-21 10:35:51,0.442
67,62,2009-04-21 10:35:51,0.313
67,65,2009-04-21 10:35:51,0.398
75,5,2009-04-21 10:36:36,0.153
75,40,2009-04-21 10:36:36,
75,72,2009-04-21 10:36:36,0.574
75,79,2009-04-21 10:36:36,0.233
4,7,2009-04-21 10:36:54,0.425
69,40,2009-04-21 10:37:48,
69,72,2009-04-21 10:37:48,0.439
35,18,2009-04-21 10:37:51,0.397
35,22,2009-04-21 10:37:51,0.875
35,46,2009-04-21 10:37:51,0.062
35,49,2009-04-21 10:37:51,
35,60,2009-04-21 10:37:51,0.557
35,62,2009-04-21 10:37:51,0.129
35,65,2009-04-21 10:37:51,0.342
15,48,2009-04-21 10:37:59,0.641
5,75,2009-04-21 10:38:01,0.102
5,77,2009-04-21 10:38:01,0.091
5,79,2009-04-21 10:38:01,0.468
62,49,2009-04-21 10:38:10,0.375
62,56,2009-04-21 10:38:10,0.237
62,60,2009-04-21 10:38:10,0.117
62,65,2009-04-21 10:38:10,0.815
62,67,2009-04-21 10:38:10,0.392
60,22,2009-04-21 10:38:22,0.542
60,67,2009-04-21 10:38:22,0.839
72,40,2009-04-21 10:38:45,
72,52,2009-04-21 10:38:45,0.008
72,75,2009-04-21 10:38:45,0.405
46,18,2009-04-21 10:38:50,0.143
46,22,2009-04-21 10:38:50,0.045
46,35,2009-04-21 10:38:50,0.043
58,33,2009-04-21 10:39:24,
58,57,2009-04-21 10:39:24,0.233
27,8,2009-04-21 10:39:42,0.078
27,21,2009-04-21 10:39:42,0.644
27,31,2009-04-21 10:39:42,0.359
27,42,2009-04-21 10:39:42,0.01
52,40,2009-04-21 10:39:47,
52,72,2009-04-21 10:39:47,0.03
21,8,2009-04-21 10:40:00,0.193
21,27,2009-04-21 10:40:00,0.589
21,31,2009-04-21 10:40:00,0.38
21,42,2009-04-21 10:40:00,0.053
23,9,2009-04-21 10:40:05,
23,20,2009-04-21 10:40:05,0.07
23,33,2009-04-21 10:40:05,
23,77,2009-04-21 10:40:05,0.012
23,79,2009-04-21 10:40:05,0.319
44,20,2009-04-21 10:40:07,0.081
44,23,2009-04-21 10:40:07,0.06
44,30,2009-04-21 10:40:07,0.145
44,33,2009-04-21 10:40:07,
44,77,2009-04-21 10:40:07,
44,80,2009-04-21 10:40:07,
31,8,2009-04-21 10:40:45,0.133
31,20,2009-04-21 10:40:45,0.151
31,21,2009-04-21 10:40:45,0.355
31,30,2009-04-21 10:40:45,0.06
31,33,2009-04-21 10:40:45,
67,22,2009-04-21 10:41:06,0.528
67,49,2009-04-21 10:41:06,
67,56,2009-04-21 10:41:06,0.095
67,62,2009-04-21 10:41:06,0.313
67,65,2009-04-21 10:41:06,0.398
75,5,2009-04-21 10:41:52,0.153
75,67,2009-04-21 10:41:52,0.151
75,72,2009-04-21 10:41:52,0.574
75,79,2009-04-21 10:41:52,0.233
4,7,2009-04-21 10:42:09,0.425
69,40,2009-04-21 10:43:05,
69,72,2009-04-21 10:43:05,0.439
35,18,2009-04-21 10:43:08,0.397
35,22,2009-04-21 10:43:08,0.875
35,46,2009-04-21 10:43:08,0.062
35,49,2009-04-21 10:43:08,
35,60,2009-04-21 10:43:08,0.557
35,62,2009-04-21 10:43:08,0.129
35,65,2009-04-21 10:43:08,0.342
15,48,2009-04-21 10:43:15,0.641
5,42,2009-04-21 10:43:16,0.368
5,75,2009-04-21 10:43:16,0.102
5,77,2009-04-21 10:43:16,0.091
5,79,2009-04-21 10:43:16,0.468
62,49,2009-04-21 10:43:25,0.375
62,60,2009-04-21 10:43:25,0.117
62,65,2009-04-21 10:43:25,0.815
62,67,2009-04-21 10:43:25,0.392
60,22,2009-04-21 10:43:38,0.542
60,35,2009-04-21 10:43:38,0.394
60,62,2009-04-21 10:43:38,0.175
60,65,2009-04-21 10:43:38,0.511
60,67,2009-04-21 10:43:38,0.839
72,40,2009-04-21 10:44:02,
72,52,2009-04-21 10:44:02,0.008
46,18,2009-04-21 10:44:06,0.143
46,22,2009-04-21 10:44:06,0.045
46,80,2009-04-21 10:44:06,
58,33,2009-04-21 10:44:40,
58,57,2009-04-21 10:44:40,0.233
27,8,2009-04-21 10:44:58,0.078
27,21,2009-04-21 10:44:58,0.644
27,31,2009-04-21 10:44:58,0.359
27,42,2009-04-21 10:44:58,0.01
52,40,2009-04-21 10:45:04,
52,72,2009-04-21 10:45:04,0.03
23,9,2009-04-21 10:45:20,
23,20,2009-04-21 10:45:20,0.07
23,33,2009-04-21 10:45:20,
23,44,2009-04-21 10:45:20,0.093
23,77,2009-04-21 10:45:20,0.012
23,79,2009-04-21 10:45:20,0.319
44,20,2009-04-21 10:45:23,0.081
44,30,2009-04-21 10:45:23,0.145
44,33,2009-04-21 10:45:23,
44,77,2009-04-21 10:45:23,
44,80,2009-04-21 10:45:23,
21,8,2009-04-21 10:45:26,0.193
21,27,2009-04-21 10:45:26,0.589
21,31,2009-04-21 10:45:26,0.38
21,42,2009-04-21 10:45:26,0.053
31,8,2009-04-21 10:46:00,0.133
31,20,2009-04-21 10:46:00,0.151
31,21,2009-04-21 10:46:00,0.355
31,30,2009-04-21 10:46:00,0.06
31,33,2009-04-21 10:46:00,
31,42,2009-04-21 10:46:00,0.112
67,22,2009-04-21 10:46:21,0.528
67,49,2009-04-21 10:46:21,
67,56,2009-04-21 10:46:21,0.095
67,60,2009-04-21 10:46:21,0.442
67,62,2009-04-21 10:46:21,0.313
67,65,2009-04-21 10:46:21,0.398
75,5,2009-04-21 10:47:08,0.153
75,72,2009-04-21 10:47:08,0.574
75,79,2009-04-21 10:47:08,0.233
4,7,2009-04-21 10:47:24,0.425
69,40,2009-04-21 10:48:22,
69,72,2009-04-21 10:48:22,0.439
35,18,2009-04-21 10:48:25,0.397
35,22,2009-04-21 10:48:25,0.875
35,49,2009-04-21 10:48:25,
35,60,2009-04-21 10:48:25,0.557
35,65,2009-04-21 10:48:25,0.342
5,42,2009-04-21 10:48:31,0.368
5,75,2009-04-21 10:48:31,0.102
5,77,2009-04-21 10:48:31,0.091
5,79,2009-04-21 10:48:31,0.468
15,48,2009-04-21 10:48:31,0.641
62,49,2009-04-21 10:48:40,0.375
62,60,2009-04-21 10:48:40,0.117
62,65,2009-04-21 10:48:40,0.815
62,67,2009-04-21 10:48:40,0.392
60,22,2009-04-21 10:48:54,0.542
60,35,2009-04-21 10:48:54,0.394
60,62,2009-04-21 10:48:54,0.175
60,65,2009-04-21 10:48:54,0.511
60,67,2009-04-21 10:48:54,0.839
72,40,2009-04-21 10:49:19,
72,75,2009-04-21 10:49:19,0.405
46,18,2009-04-21 10:49:22,0.143
46,22,2009-04-21 10:49:22,0.045
46,80,2009-04-21 10:49:22,
58,33,2009-04-21 10:49:56,
58,57,2009-04-21 10:49:56,0.233
27,8,2009-04-21 10:50:14,0.078
27,21,2009-04-21 10:50:14,0.644
27,31,2009-04-21 10:50:14,0.359
27,42,2009-04-21 10:50:14,0.01
52,40,2009-04-21 10:50:21,
52,72,2009-04-21 10:50:21,0.03
23,9,2009-04-21 10:50:35,
23,18,2009-04-21 10:50:35,0.04
23,20,2009-04-21 10:50:35,0.07
23,33,2009-04-21 10:50:35,
23,44,2009-04-21 10:50:35,0.093
23,77,2009-04-21 10:50:35,0.012
23,79,2009-04-21 10:50:35,0.319
44,20,2009-04-21 10:50:39,0.081
44,23,2009-04-21 10:50:39,0.06
44,30,2009-04-21 10:50:39,0.145
44,33,2009-04-21 10:50:39,
44,77,2009-04-21 10:50:39,
21,8,2009-04-21 10:50:56,0.193
21,27,2009-04-21 10:50:56,0.589
21,31,2009-04-21 10:50:56,0.38
21,42,2009-04-21 10:50:56,0.053
31,8,2009-04-21 10:51:15,0.133
31,20,2009-04-21 10:51:15,0.151
31,21,2009-04-21 10:51:15,0.355
31,30,2009-04-21 10:51:15,0.06
31,33,2009-04-21 10:51:15,
